"8.1.1 Annual growth rate of real GDP per capita"

"Geolocation";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022"
"PHILIPPINES";..;1.0;1.7;3.1;4.5;3.0;3.4;4.6;2.5;-0.4;5.5;2.1;5.1;4.9;4.6;4.6;5.4;5.2;4.7;4.6;-10.8;4.3;...
